Start,End
00:43:59.708,00:44:02.333
00:44:02.333,00:44:04.625
00:44:04.625,00:44:05.958
00:44:05.958,00:44:14.625
00:44:14.625,00:44:15.833
00:44:15.833,00:44:17.875
00:44:17.875,00:44:27.583
00:44:27.583,00:44:29.750
00:44:29.750,00:44:35.083
00:44:35.083,00:44:37.750
00:44:37.750,00:44:40.125
00:44:40.125,00:44:45.708
00:44:45.708,00:44:46.625
00:44:46.625,00:44:47.833
00:44:47.833,00:44:48.458
00:44:48.458,00:44:49.583
00:44:49.583,00:44:53.167
00:44:53.167,00:44:54.458
00:44:54.458,00:44:57.333
00:44:57.333,00:44:59.458
00:44:59.458,00:45:02.583
00:45:02.583,00:45:10.375
00:45:10.375,00:45:12.083
00:45:12.083,00:45:13.458
00:45:13.458,00:45:14.500
00:45:14.500,00:45:16.583
00:45:16.583,00:45:18.250
00:45:18.250,00:45:20.458
00:45:20.458,00:45:25.083
00:45:25.083,00:45:28.750
00:45:28.750,00:45:43.583
00:45:43.583,00:45:46.500
00:45:46.500,00:45:48.750
00:45:48.750,00:45:52.958
00:45:52.958,00:45:55.625
00:45:55.625,00:45:59.208
00:45:59.208,00:46:01.583
00:46:01.583,00:46:04.083
00:46:04.083,00:46:06.083
00:46:06.083,00:46:08.208
00:46:08.208,00:46:11.333
00:46:11.333,00:46:13.875
00:46:13.875,00:46:16.333
00:46:16.333,00:46:18.583
00:46:18.583,00:46:21.458
00:46:21.458,00:46:23.083
00:46:23.083,00:46:24.708
00:46:24.708,00:46:35.750
00:46:35.750,00:46:38.083
00:46:38.083,00:46:41.958
00:46:41.958,00:46:53.458
00:46:53.458,00:46:55.625
00:46:55.625,00:47:11.500
00:47:11.500,00:47:14.375
00:47:14.375,00:47:17.708
00:47:17.708,00:47:43.833
00:47:43.833,00:47:55.458
00:47:55.458,00:47:59.750
00:47:59.750,00:48:10.125
00:48:10.125,00:48:12.583
00:48:12.583,00:48:19.208
00:48:19.208,00:48:20.875
00:48:20.875,00:48:22.583
00:48:22.583,00:48:27.583
00:48:27.583,00:48:29.000
00:48:29.000,00:48:35.250
00:48:35.250,00:48:36.958
00:48:36.958,00:48:49.958
00:48:49.958,00:48:51.708
00:48:51.708,00:48:54.083
00:48:54.083,00:49:00.583
00:49:00.583,00:49:02.250
00:49:02.250,00:49:10.833
00:49:10.833,00:49:13.333
00:49:13.333,00:49:16.458
00:49:16.458,00:49:21.083
00:49:21.083,00:49:23.083
00:49:23.083,00:49:24.875
00:49:24.875,00:49:35.708
00:49:35.708,00:49:41.333
00:49:41.333,00:49:43.250
00:49:43.250,00:49:45.625
00:49:45.625,00:50:07.500
00:50:07.500,00:50:19.500
00:50:19.500,00:50:22.500
00:50:22.500,00:50:30.333
00:50:30.333,00:50:37.625
00:50:37.625,00:50:39.208
00:50:39.208,00:50:44.708
00:50:44.708,00:50:46.625
00:50:46.625,00:50:55.458
00:50:55.458,00:50:57.708
00:50:57.708,00:50:59.583
00:50:59.583,00:51:01.458
00:51:01.458,00:51:08.083
00:51:08.083,00:51:12.458
00:51:12.458,00:51:15.375
00:51:15.375,00:51:17.208
00:51:17.208,00:51:20.333
00:51:20.333,00:51:21.875
00:51:21.875,00:51:27.750
00:51:27.750,00:51:30.958
00:51:30.958,00:51:33.250
00:51:33.250,00:51:35.208
00:51:35.208,00:51:38.083
00:51:38.083,00:51:41.708
00:51:41.708,00:51:43.958
00:51:43.958,00:51:49.708
00:51:49.708,00:51:52.833
00:51:52.833,00:52:00.208
00:52:00.208,00:52:03.083
00:52:03.083,00:52:04.583
00:52:04.583,00:52:06.208
00:52:06.208,00:52:17.333
00:52:17.333,00:52:18.833
00:52:18.833,00:52:25.625
00:52:25.625,00:52:36.000
00:52:36.000,00:52:40.333
00:52:40.333,00:52:58.500
00:52:58.500,00:53:02.708
00:53:02.708,00:53:05.500
00:53:05.500,00:53:08.833
00:53:08.833,00:53:11.958
00:53:11.958,00:53:14.750
00:53:14.750,00:53:24.625
00:53:24.625,00:53:28.708
00:53:28.708,00:53:31.333
00:53:31.333,00:53:35.458
00:53:35.458,00:53:40.750
00:53:40.750,00:53:42.833
00:53:42.833,00:53:44.458
00:53:44.458,00:53:45.833
00:53:45.833,00:53:48.083
00:53:48.083,00:53:52.333
00:53:52.333,00:53:53.333
00:53:53.333,00:53:58.375
00:53:58.375,00:54:00.208
00:54:00.208,00:54:03.083
00:54:03.083,00:54:04.958
00:54:04.958,00:54:06.833
00:54:06.833,00:54:08.208
00:54:08.208,00:54:13.208
00:54:13.208,00:54:15.208
00:54:15.208,00:54:17.083
00:54:17.083,00:54:19.333
00:54:19.333,00:54:22.250
00:54:22.250,00:54:28.333
00:54:28.333,00:54:32.458
00:54:32.458,00:54:34.708
00:54:34.708,00:54:38.958
00:54:38.958,00:54:45.875
00:54:45.875,00:54:47.833
00:54:47.833,00:54:50.833
00:54:50.833,00:54:52.500
00:54:52.500,00:54:57.250
00:54:57.250,00:54:59.958
00:54:59.958,00:55:02.083
00:55:02.083,00:55:03.708
00:55:03.708,00:55:05.625
00:55:05.625,00:55:06.833
00:55:06.833,00:55:08.375
00:55:08.375,00:55:10.333
00:55:10.333,00:55:11.833
00:55:11.833,00:55:14.833
00:55:14.833,00:55:21.208
